!GEAR.DAT - Gear data file - JW 960204 (Update from PM 960201)
!-------------------------------------------------------------
!A Few Notes:
!This file is an update of Paolo's Gear.Dat file, to include nearly all gear and
!other stuff I could find in various sourcebooks, both FASA-published and from
!the net. A small number of things are still omitted mainly because I just couldn't
!get myself to do absolutely _everything_ :) I added another category to the
!firearms, to show which accessories are included off-the-shelf with each weapon.
!Also, the cyberdecks and related equipment have *not* been updated to VR 2.0
!standards (yet).
!                                                                       -Gurth
! Types:
!-------
0-1|Edged weapon|7|Concealability|Reach|Damage|Weight|Availability|$Cost|Street Index|
0-2|Bow and crossbow|7|Concealability|Str.Min.|Damage|Weight|Availability|$Cost|Street Index|
0-3|Firearms|9|Concealability|Ammunition|Mode|Damage|Weight|Availability|$Cost|Street Index|Accessories|
0-4|Rockets and Missiles|6|Intelligence|Damage|Weight|Availability|$Cost|Street Index|
0-5|Ammunition|6|Concealability|Damage|Weight|Availability|$Cost|Street Index|
0-6|Firearms Accessories|7|Mount|Concealability|Rating|Weight|Availability|$Cost|Street Index|
0-7|Explosives|6|Concealability|Rating|Weight|Availability|$Cost|Street Index|
0-8|Clothing and Armor|7|Concealability|Ballistic|Impact|Weight|Availability|$Cost|Street Index|
0-9|S+S Vision Enhancers|6|Concealability|Magnification|Weight|Availability|$Cost|Street Index|
0-10|Surveillance and Security|5|Concealability|Weight|Availability|$Cost|Street Index|
0-11|Cyberdecks|9|Persona|Hardening|Memory|Storage|Load|I/O|Availability|$Cost|Street Index|
0-12|Cyberdeck Other|3|Availability|$Cost|Street Index|
0-13|Biotech|5|Rating|Availability|Weight|$Cost|Street Index|
0-14|Lifestyle|5|Concealability|Weight|Availability|$Cost|Street Index|
0-15|Magical Equipment|3|Availability|$Cost|Street Index|
0-16|Extras|1|$Cost|
0-17|Cars|9|Handling|Speed|Body|Armor|Sig|Apilot|Availability|$Cost|Street Index|
0-18|Vehiclegear|3|Availability|$Cost|Street Index|
0-19|VehicleFire|8|Type|Ammunition|Mode|Damage|Weight|Availability|$Cost|Street Index|
0-20|Chips|6|Type|Rating|Memory|Availability|$Cost|Street Index|
0-21|Stuff With Ratings|6|Concealability|Rating|Weight|Availability|$Cost|Street Index|
0-22|Drugs|6|Addiction|Tolerance|Strength|Availability|$Cost|Street Index|
0-23|Vehicle modifications|3|$Cost|Equipment|CF|
!--------------------------------------------------------------------------------
!   1234567890123456789012345678901234567890123
1-Weapons
2-Melee weapons
3-Edged weapons
4-* Ares Monosword                 1|3|1|(STR+3)M|2|4/24hrs|1000|1|
2-Electronics
3-* Telecom                        14|-|15|Always|MemCostx1.5|1|
3-Phones
4-* Advanced Comm. Suitcase        14|3|6|8/48hrs|8000|1.5|
4-* Earplug Phone                  14|8|-|Always|1000|1.5|
4-* EBM Carfaxx 2002               14|-|-|-|500|-|
4-* Fax Plus 1000 Fax Machine      14|6|.5|always|300|1|
4-* Handset Phone                  14|3|1|Always|500|.75|        
4-* Phone Booster Pack             14|3|2|Always|500|1|
4-* Pocket Security                14|3|.5|Always|3000|1|
4-* Office Communications Suite    14|-|-|10/10days|10000|2.5|
4-* ThunderArc Three-D Holophone   14|-|1|3/24hrs|9000|1.25|
4-* Wrist Phone                    14|4|-|Always|1000|.75|
4-* Wrist Phone w/Flip-Up Screen   14|-|-|Always|1500|1|
3-Phone Upgrades
4-* Call Forwarding Phone Upgrade  14|-|-|always|50|-|
4-* Call Waiting Phone Upgrade     14|-|-|always|50|-|
4-* Conference Calling Phone Upgr. 14|-|-|always|50|1|
4-* Digital Recorder Phone Upgrade 14|-|-|6/36hrs|2500|1|
4-* ECM Scrambler Phone Upgrade    14|-|-|always|25|1|
4-* Emergency Dialer Phone Upgrade 14|-|-|always|150|1|
4-* Fax Interface Phone Upgrade    14|-|-|always|150|1|
4-* Privacy Plus Phone Upgrade     14|-|-|always|3000|1|
4-* Split Line Phone Upgrade       14|-|-|always|100|1|
4-* Tight Beam Phone Upgrade       14|-|3|2/12hrs|200|2|
4-* Video Option Phone Upgrade     14|-|-|always|450|1|
4-* Voicemail Phone Upgrade        14|-|-|always|40|1|
3-Personal computers
4-* Computer Memory (non-cyber)    14|NA|-|Always|20xMP|.75|
4-* Computer Printer               14|NA|10|Always|100|1|
4-* DataTel RotoWrighter (printer) 14|8|.25|always|20|1|
4-* E-Book Microcomp (12 Mp)       14|4|-|always|4800|1.5|
4-* E-Book Microcomp Cyber (12 Mp) 14|4|-|3/36hrs|6720|2|
4-* EBM Cyber-PCX Minicomp (25 Mp) 14|3|1|3/24hrs|3500|1.5|
4-* EBM PCX Minicomp (25 Mp)       14|3|1|always|2500|1|
4-* Hybrid Wearable Computer 25 Mp 14|6|2|10/8 days|3000|2|
4-* IIKL-4 Workstation 40 Mp       14|-|10|always|800|.75|
4-* IIKL-4 Workstation Cyber 40 Mp 14|-|10|3/36hrs|1120|1|
4-* Mead Electronic Notebook 30 Mp 14|4|1|always|3000|1|
4-* Mini-Printer                   14|3|.5|always|125|1|
4-* PCZ Super Laptop (30 Mp)       14|1|3|always|750|.75|
4-* Pocket Computer                14|3|1|Always|MemCostx5|1|
4-* Techtronics Black Book (12 Mp) 14|4|-|always|5750|1.6|
4-* Treasurer Datawatch (1 Mp)     14|12|-|always|55|1.5|
4-* Table Top PC                   14|-|10|Always|MemCost|.75|
4-* Wrist Computer                 14|4|-|Always|MemCostx20|1.5|
4-* Wyzard Handbox Personal Comp.  14|3|1|2/6hrs|6700|1.25|
4-* Zetatech PDA+ (20 Mp)          14|-|1.1|always|3000|1|
4-* Zetatech PS-4040 (30 Mp)       14|-|3|always|1600|.75|
3-Computer upgrades
4-* Dataport                       14|-|-|always|100|.75|
4-* External Memory                14|-|.25|always|200|.75|
4-* Memory Upgrades (+10 Mp)       14|-|-|always|200|.75|
4-* Language Processors            14|-|-|always|+40%|1|
4-* Tritech Datashielding          14|-|+1|5/48hrs|+20%|1.2|
3-Zetatech CompuMods
4-* Zetatech Bug Detector 1        14|-|-|2/48hrs|600|1.5|
4-* Zetatech Bug Detector 2        14|-|-|2/48hrs|1200|1.5|
4-* Zetatech Bug Detector 3        14|-|-|3/48hrs|1800|1.5|
4-* Zetatech Bug Detector 4        14|-|-|4/48hrs|2400|1.5|
4-* Zetatech Bug Detector 5        14|-|-|5/48hrs|3000|1.5|
4-* Zetatech Bug Detector 6        14|-|-|6/48hrs|3600|1.5|
4-* Zetatech Bug Detector 7        14|-|-|7/48hrs|4200|1.5|
4-* Zetatech Bug Detector 8        14|-|-|8/48hrs|4800|1.5|
4-* Zetatech Bug Detector 9        14|-|-|9/48hrs|5400|1.5|
4-* Zetatech Bug Detector 10       14|-|-|10/48hrs|6000|1.5|
4-* Zetatech Bug Jammer 1          14|-|-|2/72hrs|600|1.5|
4-* Zetatech Bug Jammer 2          14|-|-|2/72hrs|1200|1.5|
4-* Zetatech Bug Jammer 3          14|-|-|3/72hrs|1800|1.5|
4-* Zetatech Bug Jammer 4          14|-|-|4/72hrs|2400|1.5|
4-* Zetatech Bug Jammer 5          14|-|-|5/72hrs|3000|1.5|
4-* Zetatech Bug Jammer 6          14|-|-|6/72hrs|3600|1.5|
4-* Zetatech Bug Jammer 7          14|-|-|7/72hrs|4200|1.5|
4-* Zetatech Bug Jammer 8          14|-|-|8/72hrs|4800|1.5|
4-* Zetatech Bug Jammer 9          14|-|-|9/72hrs|5400|1.5|
4-* Zetatech Bug Jammer 10         14|-|-|10/72hrs|6000|1.5|
4-* Zetatech Credit Transactor     14|-|-|2/24hrs|750|1|
4-* Zetatech Drug Analyzer 1       14|-|-|2/48hrs|225|2|
4-* Zetatech Drug Analyzer 2       14|-|-|2/48hrs|450|2|
4-* Zetatech Drug Analyzer 3       14|-|-|3/48hrs|675|2|
4-* Zetatech Drug Analyzer 4       14|-|-|4/48hrs|900|2|
4-* Zetatech Lie Detector 1        14|-|-|3/48hrs|600|2|
4-* Zetatech Lie Detector 2        14|-|-|6/48hrs|1200|2|
4-* Zetatech Lie Detector 3        14|-|-|9/48hrs|1800|2|
4-* Zetatech Medscanner 1          14|-|-|2/24hrs|750|1.5|
4-* Zetatech Medscanner 2          14|-|-|2/24hrs|1500|1.5|
4-* Zetatech Medscanner 3          14|-|-|3/24hrs|2250|1.5|
4-* Zetatech Medscanner 4          14|-|-|4/24hrs|3000|1.5|
4-* Zetatech Radar Detector 1      14|-|-|2/72hrs|450|1.5|
4-* Zetatech Radar Detector 2      14|-|-|2/72hrs|900|1.5|
4-* Zetatech Radar Detector 3      14|-|-|3/72hrs|1350|1.5|
4-* Zetatech Radar Detector 4      14|-|-|4/72hrs|1800|1.5|
4-* Zetatech Radar Detector 5      14|-|-|5/72hrs|2250|1.5|
4-* Zetatech Radar Detector 6      14|-|-|6/72hrs|2700|1.5|
4-* Zetatech Radar Detector 7      14|-|-|7/72hrs|3150|1.5|
4-* Zetatech Radar Detector 8      14|-|-|8/72hrs|3600|1.5|
4-* Zetatech Radar Detector 9      14|-|-|9/72hrs|4050|1.5|
4-* Zetatech Radar Detector 10     14|-|-|10/72hrs|4500|1.5|
4-* Zetatech Signal Tracker 1      14|-|-|2/48hrs|900|1.5|
4-* Zetatech Signal Tracker 2      14|-|-|2/48hrs|1800|1.5|
4-* Zetatech Signal Tracker 3      14|-|-|3/48hrs|2700|1.5|
4-* Zetatech Signal Tracker 4      14|-|-|4/48hrs|3600|1.5|
4-* Zetatech Signal Tracker 5      14|-|-|5/48hrs|4500|1.5|
4-* Zetatech Signal Tracker 6      14|-|-|6/48hrs|5400|1.5|
4-* Zetatech Signal Tracker 7      14|-|-|7/48hrs|6300|1.5|
4-* Zetatech Signal Tracker 8      14|-|-|8/48hrs|7200|1.5|
4-* Zetatech Signal Tracker 9      14|-|-|9/48hrs|8100|1.5|
4-* Zetatech Signal Tracker 10     14|-|-|10/48hrs|9000|1.5|
4-* Zetatech Techscanner 1         14|-|-|2/24hrs|750|1.5|
4-* Zetatech Techscanner 2         14|-|-|2/24hrs|1500|1.5|
4-* Zetatech Techscanner 3         14|-|-|3/24hrs|2250|1.5|
4-* Zetatech Techscanner 4         14|-|-|4/24hrs|3000|1.5|
4-* Zetatech Voice Stress Analyz 1 14|-|-|2/48hrs|300|2|
4-* Zetatech Voice Stress Analyz 2 14|-|-|4/48hrs|600|2|
4-* Zetatech Voice Stress Analyz 3 14|-|-|6/48hrs|900|2|
3-Data display systems
4-* Data Unit (1000Mp)             14|3|2|Always|MemCost|1|
4-* Data: Headset (500Mp)          14|4|1|Always|MemCostx2|1.5|
4-* Data: Heads-Up Display (200Mp) 14|NA|1|6/7days|MemCostx10|3|
4-* Kiroshi Goggles                14|-|1|8/7days|150|3.5|
4-* Kiroshi Mirrorshades           14|-|-|8/7days|300|3.5|
4-* Kiroshi Monocle                14|-|-|8/7days|200|3.5|
2-Media equipment
3-Portacams and cybercams
4-* AZT Micro20 Microportacam      14|8|2.5|5/72hrs|2500|2|
4-* AZT Micro25 Microcybercam      14|8|2.5|5/72hrs|3200|2|
4-* Bionome Tridlink Adaptor       14|6|1|2/72hrs|700|1|
4-* Fuchi VX2200 Portacam          14|-|3|2/48hrs|1000|1|
4-* Fuchi VX2200 Cybercam          14|-|5|3/48hrs|1300|2|
4-* Kiroshi Remote Cybercam 20     14|-|1|2/48hrs|1350|1|
4-* Nikkon America Campod          14|-|2|4/72hrs|2000|1|
4-* Sony HB500 Portacam            14|-|3.5|4/72hrs|2200|2|
4-* Sony CB5000 Cybercam           14|-|5.5|5/72hrs|2700|2|
3-Portacam bases
4-* AZT Micro30 StaticBrace Chest  14|-|2|3/48hrs|2200|1|
4-* AZT Micro30 StaticBrace Wrist  14|-|1|3/48hrs|2200|1|
4-* Cinema Pr. Steadycam Chest     14|-|3|3/48hrs|1800|2|
4-* Cinema Pr. Steadycam Head      14|-|2|3/48hrs|1800|2|
4-* Cinema Pr. Steadycam Shoulder  14|-|2|3/48hrs|1800|2|
4-* Kodak GAC-25 Shoulder Mount    14|-|1|3/48hrs|200|2|
3-Camgoggles
4-* Fuchi I-C-U Autocam Controller 14|5|1.5|5/72hrs|400|2|
4-* Sekrit Sistemz No-Sho Camtrol. 14|5|1|5/72hrs|1000|2|
4-* Smartcam Adapter               14|-|.5|5/72hrs|1500|2|
4-* Zeemandt Luzor Monocular       14|6|.5|5/72hrs|700|2|
3-Transmitter links
4-* Fibre-Optic Cable              14|-|-|always|0.10 per meter|1|
4-* Secured Short-Haul Link        14|4|5|4/72hrs|5/72hrs|6000|3|
4-* Secured Long-Haul Link         14|2|4|4/72hrs|5/72hrs|9000|3|
4-* Secured Uplink                 14|-|3|4/72hrs|5/72hrs|1000|3|
4-* Unsecured Short-Haul Link      14|6|5|4/72hrs|4/72hrs|4000|2|
4-* Unsecured Long-Haul Link       14|4|4|4/72hrs|4/72hrs|6000|2|
4-* Unsecured Uplink               14|2|3|4/72hrs|4/72hrs|1000|2|
3-Tridisynths and mixers
4-* Fuchi Holo-Edit 7200           14|-|9|4/72hrs|10000|2|
4-* Sony TFX-10000 Imaging Gener.  14|-|7|8/1week|13000|2|
4-* Vertex Netsynth Tridmixer      14|-|7|2/48hs|8000|1|
3-Pirate equipment
4-* Non-Mobile Radio/TV/3V Transm. 14|-|35|8/1week|5500|1|
4-* Non-Mobile TV/3V Transm. ECM 1 14|-|35|9/1week|8000|3|
4-* Non-Mobile TV/3V Transm. ECM 2 14|-|35|10/week|10500|3|
4-* Non-Mobile TV/3V Transm. ECM 3 14|-|35|11/1week|13000|3|
4-* Non-Mobile TV/3V Transm. ECM 4 14|-|35|12/1week|15500|3|
4-* Non-Mobile TV/3V Transm. ECM 5 14|-|35|13/1week|18000|3|
4-* Non-Mobile TV/3V Transm. ECM 6 14|-|35|14/1week|20500|3|
4-* Mobile Radio/TV/3V Transmitter 14|-|25|8/2weeks|7500|2|
4-* Mobile TV/3V Transmitter ECM 1 14|-|25|9/2weeks|10000|3|
4-* Mobile TV/3V Transmitter ECM 2 14|-|25|10/2weeks|12500|3|
4-* Mobile TV/3V Transmitter ECM 3 14|-|25|11/2weeks|15000|3|
4-* Mobile TV/3V Transmitter ECM 4 14|-|25|12/2weeks|17500|3|
4-* Mobile TV/3V Transmitter ECM 5 14|-|25|13/2weeks|20000|3|
4-* Mobile TV/3V Transmitter ECM 6 14|-|25|14/2weeks|22500|3|
4-* Transmission Sampler           14|6|5|8/1week|1000|2|
4-* Satellite Injecton Uplink      14|-|20|8/2weeks|1000|2|
4-* Satellite Injecton Uplink ECM1 14|-|20|9/2weeks|4000|3|
4-* Satellite Injecton Uplink ECM2 14|-|20|10/2weeks|7000|3|
4-* Satellite Injecton Uplink ECM3 14|-|20|11/2weeks|10000|3|
4-* Satellite Injecton Uplink ECM4 14|-|20|12/2weeks|13000|3|
4-* Satellite Injecton Uplink ECM5 14|-|20|13/2weeks|16000|3|
4-* Satellite Injecton Uplink ECM6 14|-|20|14/2weeks|19000|3|
4-* Cable Signal Formatter         14|3|3|8/1week|2000|2|
4-* Cable Signal Formatter ECM 1   14|3|3|9/1week|3500|3|
4-* Cable Signal Formatter ECM 2   14|3|3|10/1week|5000|3|
4-* Cable Signal Formatter ECM 3   14|3|3|11/1week|6500|3|
4-* Cable Signal Formatter ECM 4   14|3|3|12/1week|8000|3|
4-* Cable Signal Formatter ECM 5   14|3|3|13/1week|9500|3|
4-* Cable Signal Formatter ECM 6   14|3|3|14/1week|11000|3|
3-Programmable ASIST biofeedback
4-* Ares CyberMed Psychscanner     14|-|10|8/2weeks|25000|3|
4-* EBMM Therapeutic ASIST System  14|-|12|8/2weeks|40000|3|
4-* Galil Ruach-Aleph Reprogrammer 14|3|2|8/1week|10000|3|
4-* Mitsuhama MenTokko-II Manip.   14|4|3|8/2weeks|15000|3|
4-* Mitsuhama MenTokko-V Manip.    14|-|14|12/3weeks|60000|3|
3-Simsense gear
4-Simlinks
5-* External Simlink Rating 1      21|8|1|.5|8/2weeks|30000|2|
5-* External Simlink Rating 2      21|8|2|.5|8/2weeks|35000|2|
5-* External Simlink Rating 3      21|8|3|.5|8/2weeks|40000|2|
5-* External Simlink Rating 4      21|8|4|.5|8/2weeks|45000|2|
5-* External Simlink Rating 5      21|8|5|.5|8/2weeks|50000|2|
5-* External Simlink Rating 6      21|8|6|.5|8/2weeks|55000|2|
5-* External Simlink Rating 7      21|8|7|.5|8/2weeks|60000|2|
5-* External Simlink Rating 8      21|8|8|.5|8/2weeks|65000|2|
5-* External Simlink Rating 9      21|8|9|.5|8/2weeks|70000|2|
5-* External Simlink Rating 10     21|8|10|.5|8/2weeks|75000|2|
4-Simths
5-* Fuchi RealSense Kosmos XXV     14|-|30|8/2weeks|250000|3|
5-* Truman Inner-I                 14|-|28|8/2weeks|200000|3|
5-* Truman Reality-500             14|-|15|8/1week|25000|2|
4-Simth peripherals
5-* EC/PC ASIST Enabler Rating 1   21|5|1|6|8/1week|10000|2|
5-* EC/PC ASIST Enabler Rating 2   21|5|2|6|8/1week|20000|2|
5-* EC/PC ASIST Enabler Rating 3   21|5|3|6|8/1week|30000|2|
5-* EC/PC ASIST Enabler Rating 4   21|5|4|6|8/1week|40000|2|
5-* EC/PC ASIST Enabler Rating 5   21|5|5|6|8/1week|50000|2|
5-* EC/PC ASIST Enabler Rating 6   21|5|6|6|8/1week|60000|2|
5-* EC/PC ASIST Enabler Rating 7   21|5|7|6|8/1week|70000|2|
5-* EC/PC ASIST Enabler Rating 8   21|5|8|6|8/1week|80000|2|
5-* EC/PC ASIST Enabler Rating 9   21|5|9|6|8/1week|90000|2|
5-* EC/PC ASIST Enabler Rating 10  21|5|10|6|8/1week|100000|2|
5-* Emotive ASIST Enabler Rating 1 21|5|1|6|8/1week|25000|2|
5-* Emotive ASIST Enabler Rating 2 21|5|2|6|8/1week|50000|2|
5-* Emotive ASIST Enabler Rating 3 21|5|3|6|8/1week|75000|2|
5-* Emotive ASIST Enabler Rating 4 21|5|4|6|8/1week|100000|2|
5-* Emotive ASIST Enabler Rating 5 21|5|5|6|8/1week|125000|2|
5-* Emotive ASIST Enabler Rating 6 21|5|6|6|8/1week|150000|2|
5-* Emotive ASIST Enabler Rating 7 21|5|7|6|8/1week|175000|2|
5-* Emotive ASIST Enabler Rating 8 21|5|8|6|8/1week|200000|2|
5-* Emotive ASIST Enabler Rating 9 21|5|9|6|8/1week|225000|2|
5-* Emotive ASIST Enabler Rating10 21|5|10|6|8/1week|250000|2|
5-* Sense Patch Injector           14|4|5|8/1week|25000|2|
5-* Signal Peak Controller         14|4|5.5|8/1week|15000|2|
4-Experience samplers
5-* MonoPOV ACT Format             14|-|13|8/1week|15000|2|
5-* MonoPOV Dir-X Format           14|-|14|8/1week|75000|2|
3-Musical instruments
4-Cheap quality
5-* Complexity 1                   14|-|varies|always|50|8|
5-* Complexity 2                   14|-|varies|always|100|8|
5-* Complexity 3                   14|-|varies|always|150|8|
5-* Complexity 4                   14|-|varies|always|200|8|
5-* Complexity 5                   14|-|varies|always|250|8|
4-Average quality
5-* Complexity 1                   14|-|varies|always|500|8|
5-* Complexity 2                   14|-|varies|always|1000|8|
5-* Complexity 3                   14|-|varies|always|1500|8|
5-* Complexity 4                   14|-|varies|always|2000|8|
5-* Complexity 5                   14|-|varies|always|2500|8|
4-Fine quality
5-* Complexity 1                   14|-|varies|always|5000|8|
5-* Complexity 2                   14|-|varies|always|10000|8|
5-* Complexity 3                   14|-|varies|always|15000|8|
5-* Complexity 4                   14|-|varies|always|20000|8|
5-* Complexity 5                   14|-|varies|always|25000|8|
4-Synthesizers
5-* Cheap, 1 voice                 14|-|varies|always|175|8|
5-* Cheap, 2 voices                14|-|varies|always|200|8|
5-* Cheap, 3 voices                14|-|varies|always|225|8|
5-* Cheap, 4 voices                14|-|varies|always|250|8|
5-* Cheap, 5 voices                14|-|varies|always|275|8|
5-* Cheap, 6 voices                14|-|varies|always|300|8|
5-* Cheap, 7 voices                14|-|varies|always|325|8|
5-* Cheap, 8 voices                14|-|varies|always|350|8|
5-* Average, 1 voice               14|-|varies|always|600|8|
5-* Average, 2 voices              14|-|varies|always|700|8|
5-* Average, 3 voices              14|-|varies|always|800|8|
5-* Average, 4 voices              14|-|varies|always|900|8|
5-* Average, 5 voices              14|-|varies|always|1000|8|
5-* Average, 6 voices              14|-|varies|always|1100|8|
5-* Average, 7 voices              14|-|varies|always|1200|8|
5-* Average, 8 voices              14|-|varies|always|1300|8|
5-* Average, 9 voices              14|-|varies|always|1400|8|
5-* Average, 10 voices             14|-|varies|always|1500|8|
5-* Average, 11 voices             14|-|varies|always|1600|8|
5-* Average, 12 voices             14|-|varies|always|1700|8|
5-* Average, 13 voices             14|-|varies|always|1800|8|
5-* Average, 14 voices             14|-|varies|always|1900|8|
5-* Average, 15 voices             14|-|varies|always|2000|8|
5-* Average, 16 voices             14|-|varies|always|2100|8|
5-* Fine, 1 voice                  14|-|varies|always|5500|8|
5-* Fine, 2 voices                 14|-|varies|always|6000|8|
5-* Fine, 3 voices                 14|-|varies|always|6500|8|
5-* Fine, 4 voices                 14|-|varies|always|7000|8|
5-* Fine, 5 voices                 14|-|varies|always|7500|8|
5-* Fine, 6 voices                 14|-|varies|always|8000|8|
5-* Fine, 7 voices                 14|-|varies|always|8500|8|
5-* Fine, 8 voices                 14|-|varies|always|9000|8|
5-* Fine, 9 voices                 14|-|varies|always|9500|8|
5-* Fine, 10 voices                14|-|varies|always|10000|8|
5-* Fine, 11 voices                14|-|varies|always|10500|8|
5-* Fine, 12 voices                14|-|varies|always|11000|8|
5-* Fine, 13 voices                14|-|varies|always|11500|8|
5-* Fine, 14 voices                14|-|varies|always|12000|8|
5-* Fine, 15 voices                14|-|varies|always|12500|8|
5-* Fine, 16 voices                14|-|varies|always|13000|8|
5-* Fine, 17 voices                14|-|varies|always|13500|8|
5-* Fine, 18 voices                14|-|varies|always|14000|8|
5-* Fine, 19 voices                14|-|varies|always|14500|8|
5-* Fine, 20 voices                14|-|varies|always|15000|8|
5-* Fine, 21 voices                14|-|varies|always|15500|8|
5-* Fine, 22 voices                14|-|varies|always|16000|8|
5-* Fine, 23 voices                14|-|varies|always|16500|8|
5-* Fine, 24 voices                14|-|varies|always|17000|8|
5-* Fine, 25 voices                14|-|varies|always|17500|8|
5-* Fine, 26 voices                14|-|varies|always|18000|8|
5-* Fine, 27 voices                14|-|varies|always|18500|8|
5-* Fine, 28 voices                14|-|varies|always|19000|8|
5-* Fine, 29 voices                14|-|varies|always|19500|8|
5-* Fine, 30 voices                14|-|varies|always|20000|8|
5-* Fine, 31 voices                14|-|varies|always|20500|8|
5-* Fine, 32 voices                14|-|varies|always|21000|8|
4-Autosynths
5-* Autosynth, skill 1             14|-|-|always|1000|8|
5-* Autosynth, skill 2             14|-|-|always|2000|8|
5-* Autosynth, skill 3             14|-|-|always|3000|8|
5-* Autosynth, skill 4             14|-|-|always|12000|8|
5-* Autosynth, skill 5             14|-|-|always|15000|8|
5-* Autosynth, skill 6             14|-|-|always|30000|8|
5-* Autosynth, skill 7             14|-|-|always|35000|8|
5-* Autosynth, skill 8             14|-|-|always|40000|8|
5-* Autosynth, skill 9             14|-|-|always|90000|8|
5-* Autosynth, skill 10            14|-|-|always|100000|8|
4-Synthlink equipment
5-* Cheap Synthlink Controller     14|6|.5|always|1000|.75|
5-* Average Synthlink Controller   14|5|.5|always|10000|.75|
5-* Fine Synthlink Controller      14|5|.5|3/48hrs|50000|1|
3-Sound system components
4-Acoustic modulators
5-* Small Acoustic Modulators      14|-|-|always|8000|8|
5-* Club Acoustic Modulators       14|-|-|always|15000|8|
5-* Hall Acoustic Modulators       14|-|-|always|35000|8|
4-Amplifiers
5-* Small Amplifiers               14|-|-|always|100|8|
5-* Club Amplifiers                14|-|-|always|400|8|
5-* Hall Amplifiers                14|-|-|always|1200|8|
5-* Stadium Amplifiers             14|-|-|always|5000|8|
5-* Superstatium Amplifiers        14|-|-|always|12000|8|
4-Speakers
5-* Small Speakers                 14|-|-|always|100|8|
5-* Club Speakers                  14|-|-|always|1000|8|
5-* Hall Speakers                  14|-|-|always|5000|8|
5-* Stadium Speakers               14|-|-|always|12000|8|
5-* Superstadium Speakers          14|-|-|always|25000|8|
!4-Direct digital output
4-Multitrack samplers
5-* 4-track Sampler                14|-|-|always|1200|8|
5-* 8-track Sampler                14|-|-|always|3200|8|
5-* 16-track Sampler               14|-|-|always|8000|8|
5-* 24-track Sampler               14|-|-|always|14400|8|
5-* 32-track Sampler               14|-|-|always|22400|8|
4-Microphones
5-* Body Mike                      14|10|.1|2/36hrs|100|1|
5-* Hand Mike                      14|6|.5|always|100|1|
5-* Mike Stand                     14|-|3|always|50|1|
5-* Mike Boom                      14|-|3|3/36hrs|75|1|
4-Mixers
5-* Basic Mixer Unit               14|8|2|always|1000|1|
5-* Additional Mixer Input Channel 14|-|-|3/36hrs|200|2|
5-* Additional Mixer Output Channl 14|-|-|-|500|2|
5-* Built-in Polycorder in Mixer   14|-|-|5/36hrs|300|2|
4-Polycorders
5-* Digital Recording Studio       14|-|-|8/14 days|12000|1.1|
5-* Hand-held Polycorder           14|2|2.5|always|100|.75|
5-* Microcorder                    14|8|-|6/48hrs|1000|2|
5-* Minicorder                     14|6|.1|4/24hrs|700|1|
5-* Pocket Sized Polycorder        14|5|.2|always|200|.75|
5-* Rack-Mounted Polycorder        14|-|4|3/24hrs|1500|2|
5-* Sprawl Blaster                 14|-|3.5|always|200|.75|
5-* Sprawl Fuserr                  14|-|5.5|always|1200|.75|
3-Other
4-* Cab Hailer                     14|10|-|upon payment|150|1|
4-* Image Wallet                   14|8|.1|4/36hrs|250|1|
4-* Life/Support                   14|4|1.5|5/36hrs|500|.9|
4-* DataTel's Mapmaker             14|4|1|4/4days|500|1|
4-* Miniature Copier               14|3|.5|2/12hrs|230|.8|
4-* Orientation Unit               14|6|.5|5/4 days|1500|1|
4-* Paper Shredder                 14|-|2.5|always|500|1|
4-* Mastoid Commo                  14|8|-|2/12hrs|1000|.6|
4-* Pocket Commo                   14|7|.1|always|500|.5|
4-* Power Grid SolarElectric Panel 14|2|1|4/36hrs|100|1.1|
4-* SecSystems Protection Field    7|8|6L Stun|1.5|6/36hrs|750|1.5|
4-* Sleep Inducer                  7|6|4|.5|6/4days|85|2|
4-* Taser Wallet                   14|10|-|5/48hrs|165|1.5|
4-* WorldSat Comm Flopscreen       14|-|1|always|4500|1.1|
!
1-Surveillance and security
2-Vision enhancers
3-* Binoculars                     9|5|50x|1|Always|100|.8|
3-* Binoculars, Low-Light          9|5|50x|1|4/48hrs|300|1.25|
3-* Binoculars, Thermographic      9|5|50x|1|4/48hrs|350|1.25|
3-* DataScope                      9|8|-|.25|4/36hrs|5000|1|
3-* Goggles                        9|6|20x|-|4/48hrs|1500|1.5|
3-* Goggles, Low-Light             9|6|20x|-|6/48hrs|2000|2|
3-* Goggles, Thermographic         9|6|20x|-|6/48hrs|2200|2|
3-* Optitech MagViewer             9|4|20x|1|always|375|.8|
2-Hearing amplifiers
3-* Micro Hearing Amplifier Lvl 1  21|11|1|.1|6/36hrs|500|1.5|
3-* Micro Hearing Amplifier Lvl 2  21|10|2|.2|6/36hrs|1000|1.5|
3-* Micro Hearing Amplifier Lvl 3  21|9|3|.3|6/36hrs|1500|1.5|
3-* Micro Hearing Amplifier Lvl 4  21|8|4|.4|6/36hrs|2000|1.5|
3-* Micro Hearing Amplifier Lvl 5  21|7|5|.5|6/36hrs|2500|1.5|
